hand,S,H,D,C,HCP,opening
JD 9D 8D 7C AC 2H 4C 8S AS 9S JC QH KD,3,2,4,4,15,1NT
3D 4C QH 6H 2D 5C 5H AC 7S 6C 8C 3S 6D,2,3,3,5,6,PASS
3S JS 6D QS AH 4D JC 2S 7H 4C 5D 8S QD,5,2,4,2,10,PASS
AD 5C QD 3H 4C 4S JH 7S 3C 6D KH 9D JD,2,3,5,3,11,PASS
KD 3C KC 2D 6H JC 3S 2C JH 3D 8H 7C AC,1,3,3,6,12,1C
3S 3D 2C 7D TD JC AC 2H QD 4H QC KS TC,2,2,4,5,12,1D
4S QS 9H QH 6S KS KH 3D 2H 3C TH AD 9D,4,5,3,1,14,1H
6C KC 8D AH 3C 7D JH KS JS 2D 9C 9D 2C,2,2,4,5,12,1D
8H 3D 3H 7C 7S JS 2C AS TC 6C TS AH 9C,4,3,1,5,9,PASS
TH 5D 7C JS 8S KH 6S 6D 5H 4H KD 3H 3D,3,5,4,1,7,PASS
5D TC QH 8H 8D JS 9H 7S 7C 4S JH TS 2D,4,4,3,2,4,PASS
AD KH 4H 7C 5S QC JH 6S 4C 3H 5H TD 3D,2,5,3,3,10,PASS
KH JC 6C 8S 9D 4D 3D JS AD KD 7H 6S 3C,3,2,5,3,12,1D
5S 9D QD 4C 8S 8C 4H 5D TC AC AS 4S JC,4,1,3,5,11,1C
TS QC AD 4S JC AC 6C 7H 3D 3C 5S TD KH,3,2,3,5,14,1C
AC 8H 9H 5S 5H 3S 7C QD 9D 2S TC 6S 8S,5,3,2,3,6,PASS
KH QD KS JS 8D 4D JD 5S 3C TS KD 2S QC,5,1,5,2,15,1S
9D 8S 7D 3H 5D 7C TH 5C 7H KH 6D 4H 6S,2,5,4,2,3,PASS
8S 2S AC 3D 6H 9C 2C KS 4D 4C TS 9S AS,6,1,2,4,11,1S
QD 5S 4S QS 7S 2D TD 8S 5D 7H AC 3H AH,5,3,4,1,12,1S
8S 7C 4D AD TS 8H 8D JD 9S QS KD 9C 3S,5,1,5,2,10,1S
8C 2H QD KD QH JH AH 8D 9C 3D 6S AD 3S,2,4,5,2,16,1D
4H 2D JS JH AH 7D KD KS 4D 5D KH 5S 5H,3,5,5,0,15,1H
QC 5S AH AD 6D 4H KD 2H 2D 9C 8C 7H JH,1,5,4,3,14,1H
TD 8C AD 6D 3D 7D JH 6S 4S QD AS 7H 2C,3,2,6,2,11,1D
4D JD QH 6C 6S 6D 7H 4H 7S 9H TD 9C QS,3,4,4,2,5,PASS
AS AC 5H 2D KD QC 3D 9S JC 2C 7H QS JS,4,2,3,4,17,1NT
2S JC KD AC JS AH 3S AS 4C 9C TC QS 5S,6,1,1,5,19,1C
7H 9S 8S 5H 2D 7D TD QC 3D 2C JS TC KH,3,3,4,3,6,PASS
4S AH 7H 6S 9H 4D 8C 4C TC KC AC QH 2C,2,4,1,6,13,1C
8H AD 8C 7S 2S AS 6C AH 4S JD 4D 5H TC,4,3,3,3,13,1C
7D 5H 3H 3S 8D 8H 8S AD KH KS 5D QC 9C,3,4,4,2,12,1D
4S 2D 3D 9D TH QS 4C QD JH 2H 3H KD 3C,2,4,5,2,8,PASS
QS 6D KS JD 4C 7H 6H 9S 4D TH QC 3C 2S,4,3,3,3,8,PASS
4S 3C TC 5D 3H 8D 6C 7H 2C 2H TD 9H JD,1,4,4,4,1,PASS
8H 5H 2S 5S 4H 9C 9H 6C 8D TD TH 2D TS,3,5,3,2,0,PASS
4H 4D JC QC 3H 7S 9D 9S KD 5H 5D JH 8H,2,5,4,2,7,PASS
3D KH 6D 9S QD 2H 7C 2C 5H TH AS 6S JD,3,4,4,2,10,PASS
5H 3D 4S 5D KD 6C 9S 9H 3C KC 3S 6H TD,3,3,4,3,6,PASS
6D 3C JD 7C 5D TS AD TD KS 3S JS 7S AS,6,0,5,2,13,1S
AH TS JD JS 2H KH TC 6C AS AD QH 8S 5S,5,4,2,2,19,1C
AH JS TH 7H 7C JC KH AS KC AC 4S QH TD,3,5,1,4,22,1C
6S 4H KS AD TH KD 5C 3S 5S 9H 3C KH 9C,4,4,2,3,13,1C
3H AH 5H 9D 6C 3D 2D 6H AD KH 9S 6D 4D,1,5,6,1,11,1H
8H 8C 4H 2S 2C 2D KH KS QS QC 6S KD 6C,4,3,2,4,13,1C
KC KH QS 8S KS JS KD 7C 3D 3H 6C TD 7H,4,3,3,3,15,1NT
3D TH 5H JC 7C 3C TC 2S 5D AS 9H QC TS,3,3,2,5,7,PASS
7H 4C 3H TS 7D AC 5H 4H JH TC 2C 4D QS,2,5,2,4,7,PASS
4D 5H QD 5C 2H TH QS KC 9C 6C 5D 5S 9D,2,3,4,4,7,PASS
4H QD TC 9H AH AS KC 3D 3H 5H QH 8S 9S,3,6,2,2,15,1H
KD JS 9H 4D 6S 7H 7D 2C AC 3S TS TC 8S,5,2,3,3,8,PASS
3C 8H JH 5C KH TS KS 9S 7S 4C 9D QC AH,4,4,1,4,13,1C
3C 5S 8S 3H JC 5C 3S 6S AD 9D 4D 9S 5H,5,2,3,3,5,PASS
JH 4C 7C 8C 2S 7S QS QD AD TH 3H 3C AH,3,4,2,4,13,1C
AD 8H TS 3S KD 8S QH 7D 2S 5D QC JH 9S,5,3,4,1,12,1S
7H 3H 6S 4H 9S 3C 4D TC 2D QC 8S JC 6C,3,3,2,5,3,PASS
JS 3C 6S AD 5C 6D 7S 8H KD 6H 4H 2C 9C,3,3,3,4,8,PASS
QH 4S 5C TS KS AH 5S AD QC 6C 2H 7C KC,4,3,1,5,18,1C
QH 6C 6S 3D AH 2S 9S AS 5D JD QC 8C QD,4,2,4,3,15,1NT
JS 5D KS KD 5S 8H TS 2S 6C KH QS 5C 2H,6,3,2,2,12,1S
QC 2D JC 2C 7D 4D 7H JD JS JH 8C 6S QH,2,3,4,4,8,PASS
7D 6H 7S 2C QD 3C 6S 5H QC 3H JS 8D TD,3,3,4,3,5,PASS
QH KC 5S 3H 7H 9C TS 8H AC 2H JH QS KD,3,6,1,3,15,1H
4S 8H 3D KC TC 7S 9H 8C 4D AD 9D 5C TS,3,2,4,4,7,PASS
7S 5D 5S AD TD 3D QD 8C JS 9S 7D JH KH,4,2,6,1,11,1D
KD KH QS AC 9C 8D 3H 5C 6C 8H TC 4C QD,1,3,3,6,14,1C
4S 5C JH 4H 4C TD 3C AH 8C 7D TH 8S KS,3,4,2,4,8,PASS
JH 8H 7D 6C 4H AH KH AC QC KS 2S 3D 3H,2,6,2,3,17,1H
7S 3H 9S 5C 7C 5S 7H 6H 4D AD 6C JD 6D,3,3,4,3,5,PASS
AC 6H AD 2C 8S QH 7H KS 5D AH 5S 2H KD,3,5,3,2,20,1C
3D JS JH 5S 3S 9D QD 2C 2H 3C 7H 6D TH,3,4,4,2,4,PASS
7H JC QD KD 2C 2S AC 3C QS 7C 5C QH KS,3,2,2,6,17,1C
9D 2H 3H 3D 6D KD 5D AS 3S KC QH 8C JC,2,3,5,3,13,1D
AD JC AC 5S 5D 5H 2H TC 3H 3C KH KD 4D,1,4,4,4,15,1D
9C 3S 6S 7H AH 9S AC 2H KC TH 3H 4S 8S,5,5,0,3,11,1S
QH QS 8S KD AC QD TS TD QC 6C 3H KH AD,3,3,4,3,22,1C
3S 3C AC 4C JS 3H 2C 8C 4H 8S TC AS JD,4,2,1,6,10,1C
5C JD 6D 2S 6C JC 7D 9S 3H 2D QD AH 5S,3,2,5,3,8,PASS
6D AC 9D 4H KC 9H TS 8C 6H 3S 5D 4S 7H,3,4,3,3,7,PASS
KH 2S QD 5D 2C AH AS KS 7C TH 7H 8C AC,3,4,2,4,20,1C
7D AS JC KS 6S 3C 7S JD 7C 8H 9D 9H QH,4,3,3,3,11,PASS
6H 6D AC 4H 7H 2S 2C JH 4S KS 8D QH 3D,3,5,3,2,10,PASS
6C 6D AS 9H KD 3D 2C 7C 4D 2D TS JS JC,3,1,5,4,9,PASS
JS QS 9C 4D 7C 5D 6C TD JD 5C JC 7S 5H,3,1,4,5,5,PASS
7S 4D 3D JD JC AD 3H TS AC 3S 4C 2S 9S,5,1,4,3,10,PASS
KC KD 9D JH AH 2S 5H 9S QH 3D 3H 7D JS,3,5,4,1,14,1H
JC 8C 4H 6H TC KD 4D KS QH 7S 4C QS QD,3,3,3,4,13,1C
7H 5C 6S 3C AS 2C 7S 8D 6H 4H QH 4S AH,4,5,1,3,10,2C
TH 7C QS 8C 3D QD 8D TC 8H KC KD 5S TS,3,2,4,4,10,PASS
6H 6S QS 4D 9D TS 7S JS 9S 5D 8C 7H 2D,6,2,4,1,3,PASS
7C 4C 2D 9D KS 8C 4S 5D JD KC TC JS AC,3,0,4,6,12,1D
9D 4S 9H QS 6H 4C 9S 7D 3D AD 4D 3C KH,3,3,5,2,9,PASS
AS 8S QH 3D KS 7C 7H 3H 2C 6C 6H KC 5C,3,4,1,5,12,1C
3H 6C 3C TC JH 9S 4S TS 7D AH 6D 2H 7H,3,5,2,3,5,PASS
TH 8C AH 7S KS 6H 5S KC KD 3S 4S 4H 6C,5,4,1,3,13,1S
3D JS TS KS KC 2D TD QC TH QD 8C 6D 4C,3,1,5,4,11,1D
KC 6S JD 8D 2C 8H 4S QS QD 9H TD QC 2S,4,2,4,3,10,PASS
8H KS AC 2D TH 6H TD QH TS 4C QS 8S 9S,5,4,2,2,11,1S
8S 3S AS 2H 6H TS TC QD KH 5D QC 3H AC,4,4,2,3,15,1NT
KS KD 8D 4D QC AH 7H 9D 8C 4H KC 2S TS,3,3,4,3,15,1NT
5H AD TS 7S 5S AS 9H TD 4D 9C 3C 5D 4H,4,3,4,2,8,PASS
2H 4H 8H 6C QH 5C TD 7C 7D KH 5S AD 5H,1,6,3,3,9,2D
2D 8S AH QS 4H 7S JC 5C 4S JH 3D 3H TC,4,4,2,3,8,PASS
3S AS 5S 7H 9C QD 9S 5D 8H 2H 4D 7D JH,4,4,4,1,7,PASS
2S QC 9D AH KS 3S 6H 4S 5H AD 8S 6C 7H,5,4,2,2,13,1S
2S 3S QS 4C AC 9C TC 7S 5S 2H 3H QC JC,5,2,0,6,9,1S
9H QC JD 6S JC 4C 9C 6H 5C 3C JS 2H 8D,2,3,2,6,5,PASS
8S QD TD 4S 5C 3S AH 8H JD 2H TH 8D 3D,3,4,5,1,7,PASS
AH KS 9C 8S 7C 4H 8D 2H 2D 2S 6H 6D 8H,3,5,3,2,7,PASS
8D 4C KD QH AC JD 6H KH 6D 9C 5C KS 9S,2,3,4,4,16,1NT
AD 2H QH 2D AC JS 7C 5S 2S 6S 2C 6H 5H,4,4,2,3,11,PASS
3S 5C 3H 6C TH AC 4D 7H KS TS 4C AH 9C,3,4,1,5,11,1C
6D 7S 6C AS TD QH 2S 5C TS QD 9C 4D AD,4,1,5,3,12,1D
9D 2D TS 3H 8C 3C JC 9H 6S QC 2C JD 9S,3,2,3,5,4,PASS
9H 2D 8H TC 3C AD 8D 6H 7C 9S QS 4H AC,2,4,3,4,10,PASS
2H 6H 5C TD KD 4S 8S AH 9S TH JD KC 4D,3,4,4,2,11,PASS
QS 7S 7H TC TH QD TS 3C 2H 4C 3S 6D 4D,4,3,3,3,4,PASS
6S QC KD JD 8C 8H 3S AC 2H QH 7C 2C 6D,2,3,3,5,12,1C
AS TD 9D JD 7S 9S QC KS AD 9C 2S 3S 4C,6,0,4,3,14,1S
9H 8H 8D 9S 7H JC QS AC 9D KH 2S 7S 2H,4,5,2,2,10,2C
AS 4H AD 7C 3H JH TD 7S 5D 3D 4S 8S KD,4,3,5,1,12,1D
QC 9D 8D QD 7D 3D KS AC 8S 6S 3H JH 5S,4,2,5,2,12,1D
KH TD 3H KS JD 9S KD 3D QS 4H JS 6S 9H,5,4,4,0,13,1S
4H 5H 2D 7C QC 6D 5D TD TH 3D 6C 4C JH,0,4,5,4,3,PASS
9S 3D AS QH 9C 5S 8D 7S 3H QS JS QD 5D,6,2,4,1,11,1S
QC 9H QS QH 3H 6D AC 7C 4D 3D AH 4S 4C,2,4,3,4,14,1C
QH 7C TH 4S 2H 8S KD 2S 9S 8C 3C 4C TC,4,3,1,5,5,PASS
9D KD AH 8H JD KS 8C QC TC AC TS 4H 2D,2,3,4,4,17,1NT
3H 4H AC TC 3S 2C 9H 6H QS 8S 5S 7D 6S,5,4,1,3,6,2C
5H QS 5C TH AC 7S 7C 5S 8D 3D JS 4C 7H,4,3,2,4,7,PASS
KC 8H QC 8D 3C 4C KS 2H 7H 2C 6C 3D TS,2,3,2,6,8,PASS
4C TS 4D 9S KD 7C KH 5H 7H AD AH 5D 2S,3,4,4,2,14,1D
7H 5H AH JH QH AD 3H 9D KS 7D 2H 9H JC,1,8,3,1,15,1H
JD 8D TH 7C KS 6H 2H KD 3C 3D 9C 7D 3H,1,4,5,3,7,PASS
8H 3H 4D 4S JD 9S 8C AS 5S 4C 5D TC KC,4,2,3,4,8,PASS
4C 9S AD 8S AS 4S 2D JD 3H KH 7S 9D 2C,5,2,4,2,12,1S
3D 6C JS TC 5H 2D 4S 7C KH TD 6S 9D 3C,3,2,4,4,4,PASS
AS 5C JC 8S QD TC KH 4D 3H QH 6S 3S 8H,4,4,2,3,12,1C
QC KS JH 2H 9C TC 5S 4H KD AD 7S 9H AS,4,4,2,3,17,1NT
5S 3C QC QH 4H TS QS JD JH 9C 6C JC KD,3,3,2,5,12,1C
4C 7D 3C QD 8S TS AS 2C 7S 7H 9D 3D QC,4,1,4,4,8,PASS
3C 7D JC 3S AH 3D 5C JH 6H 9C KH AC 9D,1,4,3,5,13,1C
6H AS 9S TC 6D JD AD AC JS 4D 7H 2D 3C,3,2,5,3,14,1D
QS 7S 7C JC 5D 2C 5S 7H 6D TH 6C 6S 3S,5,2,2,4,3,PASS
2S 3S 9C 7H AH QH 3D AD QC 8C TH 4S JD,3,4,3,3,13,1C
9D TD 7D 8D 3D AS QS 8S 3C TS AH QC 5D,4,1,6,2,12,1D
8S AC 4C 5S JH TD QD 6H 3S 5D TH KC 2S,4,3,3,3,10,PASS
7D 7C 8D 8S 7S QS KH JS KS 5H 5S 4D TC,6,2,3,2,9,2D
JS QS 9H QH 4D 8H 8S 8D AS 5C 6S 3D 3H,5,4,3,1,9,2C
6H TC AD 3S 8S 7D 8D 2D 2H 3C 4D 7H 4H,2,4,5,2,4,PASS
QS QH 5C 9D JS 8D AH 3C 2H QC 5D 6H 7S,3,4,3,3,11,PASS
QC 3S 7S QS TS KD QD 3D 2D 7C 6S 4H 4C,5,1,4,3,9,PASS
JD AH QC 9C 6H 9S 2H 9H KS TH 4C AC 4H,2,6,1,4,14,1H
4C JD QS 6C 7H 2S KS 4D JS AS KC 6H 3D,5,2,3,3,14,1S
5S TH 2C QH 6C AC 7D 4D 9H TS 4H 6H 8C,2,5,2,4,6,PASS
8H 8S 6C QC 3S 3D 3C 6H AS JC TC JD TD,3,2,3,5,8,PASS
TS 4S 2H 2D JC 8C TH TC QC 9D KH 7S 9C,3,3,2,5,6,PASS
QH KS 5S JD JC 2D 9H 6H 6C AS 7H 5D 2C,3,4,3,3,11,PASS
8H QH 8S KC QC TS JH 4H 4D 6S 5H 9C 3H,3,6,1,3,8,2D
5S JH 5D 6D TD 6S QH AD 9H 7S 5C 6C TC,3,3,4,3,7,PASS
JD 2C AH JC JS AC 7D 9D TC QD 5H 6D 8C,1,2,5,5,13,1D
2H KC QD 2C 6C 7S JS KH TS 3C 3S TD 2D,4,2,3,4,9,PASS
5H KS 4S 5D 6S 4D 9H 8C 9C 8D AS 4H 2H,4,4,3,2,7,PASS
4D TH JH 8C 4H 8H TD 7D 6S KH KD 6H KC,1,6,4,2,10,1H
QS 6D AS 5C 7H 8S AC KD 2H 6S 9C KS TC,5,2,2,4,16,1S
JS 7D QD AH 4H 6D JH 4D QS 5D JC 5S TH,3,4,5,1,11,1D
2S QS AD 8D AC 2H QC KS AH JD KH 6D 7H,3,4,4,2,23,1C
9H 2D 6C JC AH 4H 8H 4D QH KC 9S JD 2S,2,5,3,3,11,PASS
3D 4C AS TD JC 3H 5H 9H 7S 9C 7D AC 6S,3,3,3,4,9,PASS
QC 6H TC 2H QH AH AS 4D AD JS 8H AC 4H,2,6,2,3,21,1C
5D 4D 9H 4S 3D AD 4C KS 9S JC AH 7S 8H,4,3,4,2,12,1D
TS KC 2D AS 7S QC 7C JH KD 3D 9H 9S 6S,5,2,3,3,13,1S
4S 2C 3S 9C QD AS 5C 5H JH 7H 9D JS 8H,4,4,2,3,8,PASS
3S 5S 7D 2C JD 9S 4D QH 6H TC 4S QS 7S,6,2,3,2,5,PASS
4H 4D 8S 2C KS 2S 8D AS KD 9S AH KC JH,5,3,3,2,18,1C
2S QC JH 5C 9C 4C 2D JS 5H TC 6S KS TH,4,3,1,5,7,PASS
JS 6D TD QD 8S QC 8H 7D 6H 8D 2C JC JD,2,2,6,3,7,PASS
QS 3H AH 5S TH JS 6S TC 8S QH 6H 5C KC,5,5,0,3,12,1S
AD 5S 9D 8S 8D 4H JH 4C TS 8H JD 3D KD,3,3,6,1,9,PASS
5S 4S 2D 3D KC 4D JC 8S AH 8D 9S QD TS,5,1,5,2,10,1S
9H 8D 6C 6S TD 9D AS TS 8C KD 5H 6H 6D,3,3,5,2,7,PASS
4H AH TH KC 6C 4S QC 5H QH JD 4D QD 6S,2,5,3,3,14,1H
KC 9H 6C JD 3C AD QC AC 5H QH 3D 2D 9C,0,3,4,6,16,1D
7S 5S 8S JD 6S TD 8C 6H AS 2H 9S 8D QC,6,2,3,2,7,2D
7C JH 4C 4S AC 9S 7H 3C 2H 5D AH JS JC,3,4,1,5,11,1C
4D QD 3C 4S KH 7D QH 6C 8H 6H 9D 9H 8C,1,5,4,3,7,PASS
AD 7H JH 6D 4C 9C TD 7C 6H QH KH 9H AH,0,7,3,3,14,1H
KH 9D KS 3C QC 8H QH 9C AH 6H 8C 6S 5C,2,5,1,5,14,1H
JC 3D 3H TH AH 4D 2H KC 3S 9D AS KH 9C,2,5,3,3,15,1H
9C 9S 4S 8H 2D JD TS 6H 2H 2C TD 3D 5D,3,3,5,2,1,PASS
JD TS 6H 6C 7H AC QH 7S 9H KH 4H 9S 3D,3,6,2,2,10,2D
TC TD 2C 5S 3H JH 2H KC 7S 7D TS 9D 8D,3,3,4,3,4,PASS
4S KC 2S AS 8C AH TD 3S 6C JH 8H KH 9S,5,4,1,3,15,1S
6D 4C 7C 4S 5S 3H 9D QD 2C 8S KD JS AS,5,1,4,3,10,PASS
KH 9C QC TH 5S 9D 6D 6C 3S 9S 2C 5C KD,3,2,3,5,8,PASS
3C 7D 2S 4C AH AD 5C AC 8C 7S JH QH KS,3,3,2,5,18,1C
4S TS TC 3H 7D 2C JC 6S 7C 6H 5C 6C 4H,3,3,1,6,1,PASS
5C 3H 8S KC 8C TH TS AS 3S 6C QD KD 6D,4,2,3,4,12,1C
4H 2C JH JS 9S 4D 5C 8H 9C AS 2S KD 7D,4,3,3,3,9,PASS
QH QS 5H 3D TD KC 7S 8C 7D AC QC 2H QD,2,3,4,4,15,1NT
4S 2H 2S JC 9D 6H AS 2D QC 4C 3D 9S 5C,4,2,3,4,7,PASS
4C QD JD 3C 8S 2D 4H JS 9S 2H 4S 8D 6S,5,2,4,2,4,PASS
QS 9D JH 2H 8D 5S 4D 9S 3D 7D KS 2C 4H,4,3,5,1,6,PASS
9S 3C TC JC KH 6C TS JD 5C QS 2H QD 3H,3,3,2,5,9,PASS
7S TH KC 9S 3D TS 3C 2H KS 4C 7H 3S 9H,5,4,1,3,6,2C
8C 9C 3D 8H AC AS 9H KH 5H 5S QD JC 5C,2,4,2,5,14,1C
5H 4D 3H QS 4S 5C 3S 9D TC AH 8C QC 8D,3,3,3,4,8,PASS
2H 3S 9H 6C 7S QC 5S KC 4D KS 3H 9D 5H,4,4,2,3,8,PASS
QH AH KH 8C 8S TS 4S JS TC AS 6C 4H 3C,5,4,0,4,14,1S
6C JC 9C 6H 4D 5D TS QH 2S TC AD TH 8D,2,3,4,4,7,PASS
8D TD 2H KD 9D 9S 8S 8H 5S 7C 8C 6S 6C,4,2,4,3,3,PASS
JC 4D 9S AD TD QC 9C 3C 8D 7C 4H 5S 6S,3,1,4,5,7,PASS
7C 8S 6H KD AD 4H 5D QC 7D 2C AC KS 6D,2,2,5,4,16,1D
AD 9S JC TC 3D TH JD 4D KC 8S 6H 7H JH,2,4,4,3,10,PASS
KH KD 3D 8D 7S 2H TS 2C 8C 9D QD 6H 7D,2,3,6,2,8,PASS
AH 2H 7D 6D 4S 8C 9C 9S 5D KS 3D 5C JD,3,2,5,3,8,PASS
TS 3S JD 8D 9H 7S 6S 6D TH 2C KD 2S QS,6,2,4,1,6,2D
JC 5S 3S QH TS 5H 9D 8S AC AS 2S KH 7H,6,4,1,2,14,1S
4C 7C TC JC TD 5H 4H 2D JS 5C AS KH 3C,2,3,2,6,9,PASS
2C 5D 5C TS 6H AH KC 8S AD 6D 7C KD KH,2,3,4,4,17,1NT
8H JD 2C QH 7S 3D 4C 4H 6S KS JH KD QS,4,4,3,2,12,1C
QC QS AD TC 3H TD 8S 9C JS 6H TH KH QD,3,4,3,3,14,1C
KC 5D 2H 2C 5H AH 5S 8H 6H 6S TH JS QH,3,7,1,2,10,1H
JD KH 6D QS 8S 4S 7H JS 2S AD JH 3D KC,5,3,4,1,15,1S
3D JC QS AS 3H 8D KC JS QD 7H 4D AC 2C,3,2,4,4,17,1NT
9C 8H 3D 9H 6C JC AD QH KC KH 4D JD 8S,1,4,4,4,14,1D
AC 9H 9D 3C 4S TD 4D 8D JC 9S 6H KD AS,3,2,5,3,12,1D
7C 3C TC 7H 9D 8C QD JC 6C 7D 4H 6H 8H,0,4,3,6,3,PASS
JH TH AC 5S 8S 6H 9H QS QH 4C 9C TC TS,4,5,0,4,9,2C
3S 6H 6S 9C 6D 3C TD 4S 2D QD 6C 9D KC,3,1,5,4,5,PASS
QC 4C 7C TS 4D 7S 7D 5C AH QD QS TD TH,3,2,4,4,10,PASS
9D TS 2C 7C 9C 2D AC 7H TH KD 8S JD AD,2,2,5,4,12,1D
8S 9S 7H KC AC 7S 3H 8D 2S 6H QD 7C JC,4,3,2,4,10,PASS
KS 2S TH 4D 4H 9C AH 6H QH 9D KD 6D JD,2,5,5,1,13,1H
4D AD JS TH 4C 8H 3S 4H 8S AC 2C JC 4S,4,3,2,4,10,PASS
6H TS QD 4S 5C QH KD 3S JC 7H AC 3C 4C,3,3,2,5,12,1C
6D 6S 3D 7D 6H 3C 9H QC 5C QD AS JD 8S,3,2,5,3,9,PASS
5D 9H 6D KH 4H 5S 4S 2D JD TC KD 6H TS,3,4,5,1,7,PASS
4D 2D 2S JD 7H 8C 9C QH TS 9H AD TH 5C,2,4,4,3,7,PASS
8C JC TH 2C 3D 7S JD 8S AC 5S 6D QH 9C,3,2,3,5,8,PASS
TH 3D TC 4D JD 2S TS 8C 5C AS 7C 2H KS,4,2,3,4,8,PASS
JC TH KC 9H 3D JH 4D 7D 2C 9S KH KD 9C,1,4,4,4,11,PASS
5H 5S 5D 3D KC 9H 3H 4S 6H QH 8C 4D AD,2,5,4,2,9,PASS
8D KH 5C 4D KS 6S 5S TD KC TH JH 9C 9H,3,4,3,3,10,PASS
3S 3D 5D 4S 8H 5C 9H 2D 7S AH JS 4C KS,5,3,3,2,8,PASS
KH JC JS TD 6C 9H 2S 6S 4C TC 2H 9S 7D,4,3,2,4,5,PASS
4H 3D JS JC 7H 7C 9H KH 9D 5D 2H 8H QC,1,6,3,3,7,2D
5H 8C 2C 9D 6H TC AS JC JS TS 9S KC 4S,5,2,1,5,9,PASS
4D 4S TD 6D 7H AH JD 9H 9D 8S 3H 5S 3S,4,4,5,0,5,PASS
JS JH AD AC TS JD 7C 2C 6C 8D 3H JC 5S,3,2,3,5,12,1C
JH 2S 9H QS 2C TC AD 8C KC KH 5C AH 4D,2,4,2,5,17,1C
6H 3C 2D 8H QS AS AD AC 7H 7S 3D QC 9C,3,3,3,4,16,1NT
AH 9C 4C 6C TS 8H AC TC 3C KC 6H 7S 4H,2,4,0,7,11,1C
TH KC KS 6D QC 2H 3S 2C JD KD AC 5H 2D,2,3,4,4,16,1NT
8C 5C 8S TS KS 4D KH TH 2C 6S 6D 4C TC,4,2,2,5,6,PASS
6H 4D QH JH KC KH 3H 5C 3C 7H 2H KS 9S,2,7,1,3,12,1H
9C TD 6D 2C 6S 8C 8H AD KC 2H 3S JH 6H,2,4,3,4,8,PASS
9C AS TH 7C TS 5C JD KC KD JH TD JC 9S,3,2,3,5,13,1C
3H KS 5S QH 4C QD 7H 7D 6S 8C 5C 6C 5D,3,3,3,4,7,PASS
AC 8S JH 8C TD 5H 4C 5C 8D 9S 2D QH 9C,2,3,3,5,7,PASS
7C 3S 4D QC 2H 8S 6C 8C QH AD TD AS 5D,3,2,4,4,12,1D
TS AD 3S 2H TD 3D KH 7S 9D 9C QS 7H 2C,4,3,4,2,9,PASS
7D 5C 7H 8D QC JS TS KH KD JD 4S 2D 5D,3,2,6,2,10,PASS
6S JS 2D QD KD 8C 7D JH 7H 9H KH AS 7C,3,4,4,2,14,1D
AC 8C 9D KH AD 2H JC QC 6C 8D KD TC TH,0,3,4,6,17,1D
6S 2D 5D 6H KD 4S KH JD KS 2S 4D 3H TH,4,4,5,0,10,PASS
9C QS KC QC QD JH TD 3C KS AH 3D 9H 2H,2,4,3,4,17,1NT
AD 4H 8S QC 7H 4D 8H 3S 5H 9H 6C QD 6D,2,5,4,2,8,PASS
QC 3D 8D 5H TD 5D 9D QD 7H JS JH 5C TC,1,3,6,3,6,PASS
4S 6D 4C 7S 9S TC 3H JC KH 8D QC 6S TS,5,2,2,4,6,PASS
5S 4C 8H QC 9S 2S 8S 6C 7S TC 4S QD 3D,6,1,2,4,4,PASS
9D 8C 8H 2D AS TD TC 3C KD 2C 5S 4S 5D,3,1,5,4,7,PASS
TC 8D 4S 8C 7S 9D 9H AC 3C 4D JH QH 3H,2,4,3,4,7,PASS
4S TS QH QC KD TD 4C 9H 6D 7D 7H 8S AH,3,4,4,2,11,PASS
4S 3C 5C 9S QC 2H 3S KS KC 7D 2C 5S 9D,5,1,2,5,8,PASS
QS 4D 4S TS 9C 5S 9D 3D 6S KH 9S 2D TC,6,1,4,2,5,PASS
8S 7H 9S 6D 3C 7S KC 9D 9C AH 4S 3S 2D,5,2,3,3,7,PASS
8H AD 3S QS 9D JC 9H 8C 6C 5D TD 6D JH,2,3,5,3,8,PASS
TH 8C 5D 9S 4C KS KC 6S 7C AD JC 3C JD,3,1,3,6,12,1C
JH 8C 2D 5S 4H 9H QS 8H 5H 9C AC 2H 8D,2,6,2,3,7,2D
QH 8H QD TD 7D KC 8C 2S 6C JC JD TH 2H,1,4,4,4,9,PASS
7C 9D 3C AC TH AS 6D 2H JH 3D TC TS 7H,2,4,3,4,9,PASS
8D 3C JH 8S QH QD 6C 5S KD 3S 6S JC AS,5,2,3,3,13,1S
6S 2H 5H 3S 3C KC KD 6H TD QC JD TC 2S,3,3,3,4,9,PASS
2H 8S JC AC QS 3H AH KS JS 3C 7C JD TC,4,3,1,5,16,1C
7D 9D TS 4D 7H KH 8C 6H QS TD 5S 3H 4S,4,4,4,1,5,PASS
7H 4S 9H TH QS AC 7S 5D JD 3D TC 5C 3C,3,3,3,4,7,PASS
4D 3S 5C JS 9C 5S KS 8C 2S 4C KH 7D JC,5,1,2,5,8,PASS
9D QC 6H AC 8H KC QS QD TS KS 2H JS TD,4,3,3,3,17,1NT
QH 5C JD AD 9S 4C 9D 8S 7H 6C 6D 7D 7S,3,2,5,3,7,PASS
2H JD 9C 5D TD 4S 6H 3H KH KC 8S 9S 2S,4,4,3,2,7,PASS
7C 7H KS QC 4S 6C TH 2H TS 5S AH 6S TC,5,4,0,4,9,2C
